"MUNID","CODEID","SEGMENT","TYPE","GENERIQUE","LIAISON","SPECIFIQUE","DIRECTION","NOM_TOPO","COTE","ORIENTATIO","DIREC_UNIQ","CIV_GAU_DE","CIV_GAU_A","CIV_DRT_DE","CIV_DRT_A","LIMITE_VIT","HIERARCHI","ENTITEID","GEOM"
"81017","8434","","Standard","Rue","des","Grands-Châteaux","","Rue des Grands-Châteaux","","","Oui","0","0","0","0","40","Collectrice secondaire","{104928D9-785A-48F0-935F-7A74FCA7D1DB}","LINESTRING (-75.830277 45.386252,-75.830407 45.385912,-75.830414 45.385685)"
"81017","4396","","Standard","Boulevard","","Saint-Raymond","","Boulevard Saint-Raymond","","","Oui","0","0","135","135","50","Artère principale","{28B76B31-B3D1-42AE-A842-EB80AEE6D17A}","LINESTRING (-75.747682 45.446418,-75.746054 45.446536,-75.74580571390523 45.44656022785585,-75.74555833485566 45.44658856642622,-75.745312 45.446621,-75.7450573970869 45.44666121519124,-75.74480338867164 45.44670321658274,-75.74455 45.446747)"
"81017","606","","Standard","Chemin","","Saint-Columban","","Chemin Saint-Columban","","","Non","180","180","7","115","50","Rue locale","{B484FFF2-1BA2-45B8-8699-2311B580FA31}","LINESTRING (-75.661556 45.537638,-75.661754 45.537654,-75.66182887799724 45.537658238000134,-75.66190391066283 45.53766057234972,-75.661979 45.537661,-75.662317 45.537622,-75.662802 45.537574,-75.663895 45.537494,-75.664894 45.537421,-75.666665 45.537282,-75.668994 45.53709,-75.670153 45.536978,-75.670683 45.536934,-75.672122 45.536821,-75.673495 45.536658,-75.674502 45.536557,-75.67564 45.536471,-75.67586568589196 45.536458461669774,-75.6760884062529 45.53643037081344,-75.676306 45.536387,-75.67661 45.53634,-75.676967 45.536319,-75.677452 45.536326,-75.677766 45.536329,-75.678002 45.536314,-75.678255 45.53626,-75.678584 45.536193,-75.67893 45.536149,-75.679513 45.536099,-75.67970192404654 45.53607539211911,-75.67988465144111 45.53603448800509,-75.680058 45.535977,-75.68016348601792 45.53594081843897,-75.68027747609213 45.53592086171974,-75.680395 45.535918,-75.68053837306111 45.53596068596052,-75.68066509686253 45.53602438669491,-75.680769 45.536106,-75.68092485382255 45.53614976396927,-75.68109233897835 45.53615323876504,-75.681251 45.536116,-75.681677 45.535897)"
"81017","1281","","Standard","Chemin","","Fogarty","","Chemin Fogarty","","","Non","0","0","0","0","70","Collectrice principale","{F9B00146-CC2D-4ADB-A766-D1B10B454932}","LINESTRING (-75.661556 45.537638,-75.661558 45.53783,-75.66158749951319 45.53815347987608,-75.66163485669533 45.5384759756164,-75.6617 45.538797,-75.661708 45.538829,-75.661986 45.539956,-75.66199523711327 45.54001662811507,-75.66200390390627 45.540077295666,-75.662012 45.540138,-75.662019 45.540233)"
"81017","2289","","Standard","Rue","","Migneault","","Rue Migneault","","","Non","349","349","0","0","40","Collectrice secondaire","{8DA01C7E-660C-432D-86C0-5519292DA6FA}","LINESTRING (-75.667743 45.487706,-75.667413 45.488593)"
"81017","11638","","Standard","Rue","","Auguste-Renoir","","Rue Auguste-Renoir","","","Non","0","0","167","183","40","Collectrice secondaire","{EBA71E91-E582-460E-ADEF-F48390B6E3C0}","LINESTRING (-75.612045 45.504485,-75.612046 45.504485,-75.613038 45.50443)"
"81017","11395","","Standard","Rue","","Claude-Monet","","Rue Claude-Monet","","","Non","35","59","8","56","40","Rue locale","{DC3F8C03-5950-4878-BFC1-7E2B5E789C7B}","LINESTRING (-75.612045 45.504485,-75.611972 45.503923,-75.6119334039525 45.503854688005234,-75.61185448271495 45.50380639829824,-75.611753 45.503789,-75.610488 45.503849)"
"81017","2640","","Standard","Rue","de","Savoie","","Rue de Savoie","","","Non","15","29","18","30","40","Rue locale","{DE9C5D9C-82A2-4B85-A6F1-96B21E7C200F}","LINESTRING (-75.719067 45.476855,-75.71898686625408 45.47685360438701,-75.71890683466027 45.47685026973726,-75.718827 45.476845,-75.71703 45.476626)"
"81017","7440","","Standard","Rue","","Poupore","","Rue Poupore","","","Non","171","171","0","0","50","Rue locale","{4BA53BC5-F3C9-478B-93A0-7E4A38358EE9}","LINESTRING (-75.567528 45.504051,-75.56756604557286 45.504065507859224,-75.56760004549669 45.50408435930214,-75.567629 45.504107,-75.56765430211676 45.50413556161883,-75.56767150846946 45.50416693790906,-75.56768 45.5042,-75.567951 45.506093)"
"81017","7576","","Standard","Rue","","Jean-Louis-Malette","","Rue Jean-Louis-Malette","","","Non","1667","1685","1652","1680","50","Rue locale","{423761D9-7964-4375-A447-E59C3A3A247D}","LINESTRING (-75.567528 45.504051,-75.567458 45.504037,-75.56740931153195 45.50403531723026,-75.56736108240318 45.50404003896315,-75.567315 45.504051,-75.566584 45.504232,-75.56478 45.504682,-75.56467141717634 45.50472091281742,-75.56456876244062 45.50476705729146,-75.564473 45.50482,-75.563501 45.505523,-75.563349 45.505632)"
"81017","13307","","Standard","Rue","","Nancy-Elliott","","Rue Nancy-Elliott","","","Oui","0","0","0","0","40","Collectrice secondaire","{6BBDF1DB-46F4-4171-8CD2-9478C3C588A6}","LINESTRING (-75.798815 45.401497,-75.79886172643596 45.401452066277685,-75.79891898961648 45.401413666262506,-75.798985 45.401383,-75.79916 45.401287)"
"81017","13300","","Carrefour giratoire - Segment multiple","Avenue","de l'","Hippodrome","","Avenue de l'Hippodrome","","","Oui","0","0","0","0","40","Collectrice principale","{7B86D1FC-1A9F-4946-BB4D-05DDCC9D0102}","LINESTRING (-75.79864964463252 45.40145703318613)"
"81017","12708","","Standard","Boulevard","de l'","Amérique-Française","","Boulevard de l'Amérique-Française","","","Non","211","187","0","0","40","Collectrice principale","{4A100888-0B98-4F5F-9D9B-DBFEC2489FBA}","LINESTRING (-75.806861 45.436062,-75.808133 45.436932)"
"81017","12794","","Standard","Rue","de l'","Art-Moderne","","Rue de l'Art-Moderne","","","Non","11","27","0","0","40","Rue locale","{92BF2564-D922-44F0-BD4C-171C3683B13B}","LINESTRING (-75.806861 45.436062,-75.807586 45.435528)"
"81017","3655","","Standard","Rue","","Blais","","Rue Blais","","","Non","0","0","28","28","40","Rue locale","{411DF794-EA73-436D-9A7A-9D7A06921B93}","LINESTRING (-75.712105 45.461493,-75.712204 45.462216)"
"81017","5489","","Standard","Avenue","du","Bois-Franc","","Avenue du Bois-Franc","","","Non","231","237","238","238","40","Collectrice secondaire","{64336F8C-03BB-4006-B55F-BECE3390AD0C}","LINESTRING (-75.844068 45.416168,-75.843466 45.416691)"
"81017","7624","","Standard","Avenue","des","Trèfles","","Avenue des Trèfles","","","Non","51","57","0","0","40","Rue locale","{6498FC39-97AB-49EB-A71A-52C7AE838C99}","LINESTRING (-75.844068 45.416168,-75.843303 45.415712)"
"81017","12925","","Standard","Rue","","Jean-Gascon","","Rue Jean-Gascon","","","Non","8","116","35","111","40","Rue locale","{C621E6B4-DF6C-4E3C-B21A-9C38DBC2612C}","LINESTRING (-75.798109 45.395211,-75.79810448422823 45.395218621030004,-75.79809914012309 45.39522596917457,-75.798093 45.395233,-75.798065 45.395243,-75.79802 45.39524,-75.79796401697298 45.39522848082191,-75.79790623286269 45.395223105555836,-75.797848 45.395224,-75.797314 45.39531,-75.79724300607495 45.39530595454063,-75.79718703214353 45.39527477443117,-75.797165 45.395227,-75.796601 45.39116)"
"81017","1863","","Standard","Rue","","Camille","","Rue Camille","","","Non","1359","1371","1364","1364","40","Rue locale","{BDC4264A-BC62-405A-873C-7362FE127385}","LINESTRING (-75.576404 45.495385,-75.57673 45.496274,-75.576767 45.496377)"
"81017","6807","","Standard","Boulevard","","Maloney","Est","Boulevard Maloney Est","","","Non","1355","1387","1360","1408","70","Artère principale","{FCE02C98-13AA-467C-96C4-BF1EA8212274}","LINESTRING (-75.576404 45.495385,-75.576052 45.495523,-75.57561442953877 45.4957125219383,-75.57518335070911 45.4959092245752,-75.574759 45.496113)"
"81017","13588","","Standard","Route","d'","Urgence","","Route d'Urgence","","","Non","0","0","0","0","40","Rue locale","{168F403A-6955-472F-961F-3BEEE7B439CF}","LINESTRING (-75.792998 45.401594,-75.794692 45.401473)"
"81017","1256","","Standard","Chemin","","Rivermead","","Chemin Rivermead","","","Non","0","0","150","150","50","Collectrice secondaire","{CAFAA222-CC7E-4A23-8723-7C1E18F33902}","LINESTRING (-75.792998 45.401594,-75.792932 45.401127,-75.792744 45.399603,-75.792648 45.398827,-75.79213 45.39557,-75.7921000249699 45.395446183946284,-75.79202715264195 45.39533142705601,-75.791916 45.395233,-75.790485 45.394275)"
"81017","7042","","Standard","Boulevard","","La Vérendrye","Ouest","Boulevard La Vérendrye Ouest","","","Oui","0","0","0","0","70","Artère principale","{921594F7-1487-4830-804A-966D81C834DC}","LINESTRING (-75.676559 45.494051,-75.677572 45.493672,-75.678586 45.493297)"
"81017","11277","","Standard","Boulevard","","Maloney","Est","Boulevard Maloney Est","","","Non","0","0","1420","1420","70","Artère principale","{3D88932F-9B01-47C7-B4C2-9190004848D7}","LINESTRING (-75.574086 45.496491,-75.573942 45.496573)"
"81017","1740","","Standard","Rue","","Laprade","","Rue Laprade","","","Non","1","47","4","42","40","Rue locale","{F46C0A25-48C6-4BF4-BD31-0DC00F6B634C}","LINESTRING (-75.599658 45.498424,-75.59995 45.498724,-75.60000660140932 45.4987901379443,-75.60005929784285 45.498857842855735,-75.600108 45.498927,-75.600284 45.499258,-75.60030379076335 45.49929560167755,-75.6003302703299 45.499331131222554,-75.600363 45.499364,-75.600449 45.499435,-75.60046430534561 45.49946778039579,-75.60043770622433 45.499496596110525,-75.600389 45.4995,-75.6003511779552 45.49949108277018,-75.6003128169254 45.49948341056422,-75.600274 45.499477,-75.60022308194223 45.49947015280474,-75.6001716859608 45.499465480442794,-75.60012 45.499463,-75.599624 45.499472,-75.599424 45.499487,-75.598902 45.499579,-75.5988737521362 45.49958525385168,-75.59884664653428 45.499593619778196,-75.598821 45.499604,-75.59879593824675 45.49961297719572,-75.59876968033957 45.49960565941831,-75.59876 45.499587,-75.59875106706237 45.4995649692711,-75.5987393690526 45.499543578624646,-75.598725 45.499523,-75.598297 45.499082)"
"81017","6747","","Standard","Rue","","Berthiaume","","Rue Berthiaume","","","Non","39","49","36","58","40","Rue locale","{3B47D338-DF92-4E11-9D21-BD99D87CDB53}","LINESTRING (-75.599658 45.498424,-75.598297 45.499082)"
"81017","1113","","Jointure","Rue","","Laurier","","Rue Laurier","","","Oui","0","0","0","0","50","Artère secondaire","{5494FA01-34B3-41FB-8E38-7DE2E6985B55}","LINESTRING (-75.713974 45.424757,-75.714196 45.42474)"
"81017","5166","","Standard","Boulevard","","Maisonneuve","","Boulevard Maisonneuve","","","Oui","0","0","0","0","50","Artère principale","{6168E1C4-3250-4BFF-8F71-A8E244DA5A78}","LINESTRING (-75.713974 45.424757,-75.713933 45.425024,-75.713802 45.425633)"
"81017","6224","","Standard","Rue","de","Madiran","","Rue de Madiran","","","Non","50","72","51","73","40","Rue locale","{9B3501BA-2199-4E20-B28D-E3DF9E3A8160}","LINESTRING (-75.837089 45.389477,-75.837274 45.390853,-75.83727890932117 45.390874243531876,-75.8372883146506 45.39089473371386,-75.837302 45.390914,-75.83731371964402 45.390925936843146,-75.83732709940065 45.390936975142374,-75.837342 45.390947,-75.837556 45.391127)"
"81017","6229","","Standard","Rue","du","Riesling","","Rue du Riesling","","","Non","178","186","0","0","40","Collectrice secondaire","{D4AEB9B1-93F7-461F-8444-4F9C52C23587}","LINESTRING (-75.837089 45.389477,-75.837176 45.389478,-75.837938 45.389429)"
"81017","12145","","Standard","Impasse","d'","Aiguebelle","","Impasse d'Aiguebelle","","","Non","5","37","4","36","40","Rue locale","{5AD1F507-14FD-4099-9298-567E2D8B2B84}","LINESTRING (-75.748492 45.505719,-75.748625 45.505133,-75.748625 45.505132,-75.748626 45.505131,-75.748626 45.50513,-75.748626 45.505129,-75.748627 45.505128,-75.748627 45.505127,-75.748628 45.505126,-75.748628 45.505125,-75.748628 45.505124,-75.748629 45.505123,-75.748629 45.505122,-75.74863 45.505121,-75.748631 45.50512,-75.748631 45.505119,-75.748632 45.505118,-75.748633 45.505117,-75.748633 45.505116,-75.748634 45.505116,-75.748635 45.505115,-75.748635 45.505114,-75.748636 45.505113,-75.748637 45.505112,-75.748638 45.505111,-75.748639 45.50511,-75.74864 45.505109,-75.748641 45.505108,-75.748642 45.505107,-75.748643 45.505106,-75.748644 45.505106,-75.748645 45.505105,-75.748646 45.505104,-75.748647 45.505104,-75.748648 45.505103,-75.748649 45.505102,-75.74865 45.505102,-75.748651 45.505101,-75.748652 45.5051,-75.748653 45.5051,-75.748654 45.505099,-75.748655 45.505099,-75.748656 45.505098,-75.748657 45.505098,-75.748658 45.505097,-75.748659 45.505096,-75.74866 45.505096,-75.748661 45.505095,-75.748663 45.505095,-75.748664 45.505095,-75.748665 45.505094,-75.748666 45.505094,-75.748667 45.505093,-75.748669 45.505093,-75.74867 45.505092,-75.748671 45.505092,-75.748672 45.505092,-75.748674 45.505091,-75.748675 45.505091,-75.748676 45.505091,-75.748677 45.50509,-75.748679 45.50509,-75.74868 45.50509,-75.748681 45.50509,-75.748682 45.505089,-75.748684 45.505089,-75.748685 45.505089,-75.748686 45.505089,-75.748688 45.505089,-75.748689 45.505088,-75.74869 45.505088,-75.748692 45.505088,-75.748693 45.505088,-75.748694 45.505088,-75.748696 45.505088,-75.748802 45.505099,-75.748874 45.505107,-75.748875 45.505107,-75.748876 45.505107,-75.748877 45.505107,-75.748878 45.505107,-75.748879 45.505108,-75.74888 45.505108,-75.748881 45.505108,-75.748882 45.505108,-75.748883 45.505108,-75.748884 45.505109,-75.748885 45.505109,-75.748886 45.505109,-75.748887 45.505109,-75.748888 45.50511,-75.748889 45.50511,-75.74889 45.505111,-75.748891 45.505111,-75.748892 45.505111,-75.748893 45.505111,-75.748894 45.505112,-75.748895 45.505112,-75.748895 45.505113,-75.748896 45.505113,-75.748897 45.505113,-75.748898 45.505114,-75.748899 45.505114,-75.748899 45.505115,-75.7489 45.505115,-75.748901 45.505115,-75.748902 45.505116,-75.748903 45.505117,-75.748904 45.505117,-75.748905 45.505118,-75.748906 45.505119,-75.748907 45.505119,-75.748907 45.50512,-75.748908 45.50512,-75.748908 45.505121,-75.748909 45.505121,-75.74891 45.505122,-75.748911 45.505123,-75.748912 45.505124,-75.748913 45.505125,-75.748914 45.505126,-75.748914 45.505127,-75.748915 45.505128,-75.748916 45.505129,-75.748917 45.50513,-75.748917 45.505131,-75.748918 45.505132,-75.748918 45.505133,-75.748919 45.505134,-75.748919 45.505135,-75.748919 45.505136,-75.74892 45.505137,-75.74892 45.505138,-75.74892 45.505139,-75.748921 45.50514,-75.748921 45.505141,-75.748921 45.505142,-75.748921 45.505143,-75.748921 45.505144,-75.748921 45.505145,-75.748921 45.505146,-75.748921 45.505147,-75.748921 45.505148,-75.748921 45.505149,-75.748921 45.50515,-75.748921 45.505151,-75.748921 45.505152,-75.74892 45.505152,-75.74892 45.505153,-75.74892 45.505154,-75.74892 45.505155,-75.748919 45.505156,-75.748919 45.505157,-75.748919 45.505158,-75.748918 45.505158,-75.748918 45.505159,-75.748918 45.50516,-75.748917 45.50516,-75.748917 45.505161,-75.748783 45.505749)"
"81017","12148","","Cul-de-sac carré","Avenue","du","Bic","","Avenue du Bic","","","Non","72","80","0","0","40","Collectrice secondaire","{ED9B98EC-F77A-4CCD-8E93-273AACB806CE}","LINESTRING (-75.748492 45.505719,-75.74846 45.505718,-75.748401 45.505718,-75.748342 45.505717,-75.748189 45.505721,-75.747965 45.505728,-75.747716 45.505753,-75.747523 45.505789,-75.746737 45.505944)"
"81017","3126","","Standard","Chemin","de la","Savane","","Chemin de la Savane","","","Non","163","165","162","162","50","Collectrice principale","{7B4CD0C8-4621-4C47-9192-2D7AC9970BD7}","LINESTRING (-75.686844 45.474791,-75.685874 45.474857)"
"81017","7462","","Standard","Boulevard","du","Mont-Bleu","","Boulevard du Mont-Bleu","","","Oui","0","0","196","214","50","Collectrice principale","{318A3B89-BB39-4AD1-993D-2D7C75776C1B}","LINESTRING (-75.764315 45.460956,-75.765652 45.460856,-75.766301 45.460806)"
"81017","3730","","Standard","Rue","","Marcoux","","Rue Marcoux","","","Non","5","7","0","0","40","Collectrice secondaire","{9FAC4D86-0749-4D40-BA99-AF906F72E3A9}","LINESTRING (-75.764315 45.460956,-75.764425 45.461705)"
"81017","3745","","Jointure","Boulevard","du","Mont-Bleu","","Boulevard du Mont-Bleu","","","Non","0","0","0","0","40","Collectrice secondaire","{A72DF24C-AC2C-4B74-8C66-DE180AF7E9BB}","LINESTRING (-75.764315 45.460956,-75.764306 45.460838)"
"81017","4456","","Standard","Rue","","Caron","","Rue Caron","","","Non","199","203","196","200","40","Rue locale","{11A87BBF-3828-449D-B470-9C307163B57F}","LINESTRING (-75.74724 45.441795,-75.74848 45.441726)"
"81017","4453","","Standard","Boulevard","","Lionel-Émond","","Boulevard Lionel-Émond","","","Non","103","105","0","0","40","Collectrice secondaire","{4579366B-FB89-490A-A43C-B5734190728B}","LINESTRING (-75.74724 45.441795,-75.74731 45.442424)"
"81017","2424","","Cul-de-sac carré","Rue","","Hupé","","Rue Hupé","","","Non","0","0","299","299","40","Rue locale","{09FFBE19-6268-400F-8CF3-704E62AFE893}","LINESTRING (-75.655362 45.486945,-75.655917 45.486817)"
"81017","2783","","Viaduc","Boulevard","des","Allumettières","","Boulevard des Allumettières","","","Oui","0","0","0","0","50","Artère principale","{05A0723F-025F-44E9-A0E1-F3A2CFEC95E2}","LINESTRING (-75.703543 45.429907,-75.705892 45.430804,-75.706684 45.431097,-75.708365 45.431699)"
"81017","8315","","Standard","Rue","de","Tourelle","","Rue de Tourelle","","","Non","0","0","0","0","40","Rue locale","{79D50800-BD45-4CFC-A2B9-2522B4E515B2}","LINESTRING (-75.737255 45.510394,-75.738009 45.510359)"
"81017","8319","","Standard","Rue","de","Bourdon","","Rue de Bourdon","","","Non","0","0","96","96","40","Rue locale","{DD85F3D7-4CCD-4BB5-82A4-FB9A0146CA0E}","LINESTRING (-75.737255 45.510394,-75.737263 45.510518)"
"81017","956","","Standard","Rue","","Oakwood","","Rue Oakwood","","","Non","41","67","40","54","40","Rue locale","{52CFD6C4-569E-4F51-80F8-CF7EA3D344A2}","LINESTRING (-75.83753 45.385157,-75.837633 45.385947,-75.837721 45.38661,-75.837828 45.387533,-75.837835 45.387672)"
"81017","955","","Standard","Rue","","Arbutus","","Rue Arbutus","","","Non","37","41","40","42","40","Rue locale","{DFC517EF-E59A-496B-BED8-AB4E111A5398}","LINESTRING (-75.83753 45.385157,-75.836501 45.385221)"
"81017","3459","","Standard","Rue","de","Turin","","Rue de Turin","","","Oui","0","0","102","110","40","Rue locale","{C45D6F20-D518-42DC-B987-9926A78646EC}","LINESTRING (-75.717297 45.469274,-75.71721 45.4693,-75.717044 45.469405,-75.716975 45.469498)"
"81017","5409","","Standard","Rue","","Hélène-Boullé","","Rue Hélène-Boullé","","","Non","4","22","3","25","40","Rue locale","{AA9A0FC3-2A36-4FFF-84E3-52D3950598AA}","LINESTRING (-75.788017 45.419619,-75.787692 45.41965,-75.78731821443749 45.419680713783436,-75.78694305678326 45.41970205608554,-75.786567 45.419714,-75.78648974830482 45.4197221958876,-75.78641387873506 45.419735230747605,-75.78634 45.419753,-75.78631089471442 45.41976406441204,-75.78628285680361 45.41977641444418,-75.786256 45.41979,-75.78621406949084 45.41981401362856,-75.78617840678304 45.41984261108293,-75.78615 45.419875,-75.78613119819515 45.41990270086068,-75.7861174599921 45.41993185265741,-75.786109 45.419962,-75.78610424805818 45.41999422084332,-75.78610224566228 45.42002659291039,-75.786103 45.420059,-75.786144 45.420423,-75.786318 45.421864,-75.786423 45.422563,-75.786561 45.42357,-75.786646 45.42411,-75.78667 45.42424,-75.78667142940604 45.42424868801602,-75.78667309627927 45.42425735575681,-75.786675 45.424266,-75.78667707560534 45.424275031724626,-75.78667940925511 45.42428403294519,-75.786682 45.424293,-75.78669568732083 45.42432968611906,-75.78671373050456 45.42436543835348,-75.786736 45.4244,-75.78676884075246 45.4244333810705,-75.78680594875324 45.42446447155764,-75.786847 45.424493,-75.78690740055649 45.42452414503093,-75.78697048651682 45.42455251702367,-75.787036 45.424578,-75.787551 45.424743,-75.788502 45.425066)"
"81017","5410","","Standard","Rue","des","Algonquins","","Rue des Algonquins","","","Non","4","16","5","17","40","Rue locale","{A050C81B-9FD4-4C40-9722-CE2E59E7ACB8}","LINESTRING (-75.788017 45.419619,-75.788076 45.419717,-75.788153 45.419813,-75.788397 45.420092,-75.7884502440316 45.42017240896941,-75.78848649679043 45.42025733441369,-75.788505 45.420345,-75.788742 45.4221,-75.78877313248113 45.422177497126604,-75.78884019927443 45.42224282643823,-75.788935 45.422288,-75.790136 45.422684)"
"81017","7669","","Standard","Chemin","","Taché","","Chemin Taché","","","Non","0","0","16","132","50","Collectrice principale","{A51D36EC-3947-4F31-BEA5-48395AA8941B}","LINESTRING (-75.764298 45.521014,-75.763874 45.521043,-75.76351378378708 45.521010715161765,-75.76318026663017 45.52090901639831,-75.7629 45.520746,-75.76256309654606 45.52055579679958,-75.76215386260127 45.52045913831474,-75.761723 45.520468,-75.759688 45.520794,-75.75933271425438 45.52084302612568,-75.75897235541751 45.520868766042604,-75.75861 45.520871,-75.75834164936552 45.520870652965456,-75.75807697800698 45.52090092033809,-75.757823 45.520961,-75.756697 45.521372,-75.75643155199576 45.521447997261134,-75.7561488468879 45.521482192729266,-75.755862 45.521473,-75.75545443453792 45.521468902885,-75.75504942538518 45.52149972244004,-75.754653 45.521565,-75.753928 45.521722,-75.753224 45.521875,-75.75297605421254 45.52193769676674,-75.75274089691933 45.522021107259626,-75.752522 45.522124,-75.752086 45.52237,-75.75160534359483 45.522562352142685,-75.75106018252092 45.522630627242215,-75.750513 45.522567,-75.750004 45.522402,-75.74989788248436 45.522369858428654,-75.74979052011336 45.522339850312534,-75.749682 45.522312,-75.74958016083795 45.52228809482043,-75.74947747019286 45.5222660896822,-75.749374 45.522246,-75.74922856174787 45.522215037900104,-75.749086349377 45.52217731490032,-75.748948 45.522133,-75.74881102111209 45.52208154923083,-75.74867631285669 45.52202719911788,-75.748544 45.52197,-75.7482286974442 45.521894806073924,-75.74789639343486 45.52188623269907,-75.747575 45.521945,-75.74734221173681 45.521992975790944,-75.74710473123044 45.5220280467518,-75.746864 45.52205,-75.746296 45.522092)"
"81017","13586","","Standard","Rue","du","Jockey","","Rue du Jockey","","","Non","168","196","185","197","40","Rue locale","{636B1C0A-9E1D-48CC-8C95-F74A15CF1208}","LINESTRING (-75.794595 45.400816,-75.794692 45.401473)"
"81017","2039","","Standard","Rue","","Jules-Bordet","","Rue Jules-Bordet","","","Non","181","365","180","364","40","Rue locale","{F0A34266-4F8B-4B6D-989A-5DDF1D082BA9}","LINESTRING (-75.694533 45.49503,-75.694457 45.494431,-75.69443380096259 45.4943637457061,-75.69437130316076 45.49431017616169,-75.694282 45.494281,-75.693756 45.49418,-75.69368751671935 45.49415584807993,-75.6936401496346 45.494113467004105,-75.693623 45.494061,-75.693568 45.493674,-75.69359023540659 45.49357971856614,-75.69368740524251 45.493513153402944,-75.693822 45.4935,-75.695189 45.493749,-75.69526658318628 45.49377959703077,-75.69532056365988 45.49382934374173,-75.695342 45.49389,-75.695486 45.494968)"
"81017","6866","","Standard","Rue","","Henri-Dunant","","Rue Henri-Dunant","","","Non","49","139","70","110","40","Rue locale","{D64567F2-4A78-496D-8D86-440A7F9FC422}","LINESTRING (-75.694533 45.49503,-75.693896 45.495076,-75.69380879424928 45.49511064567573,-75.69375024150042 45.49516777896401,-75.693731 45.495237,-75.693791 45.495635,-75.69383955771534 45.4956949239274,-75.69391961933633 45.495734776823184,-75.694016 45.495747,-75.694441 45.49572,-75.69453592814118 45.495744406968754,-75.69460850767946 45.49579397348269,-75.694646 45.49586,-75.694738 45.496534)"
"81017","4340","","Standard","Boulevard","","Saint-Joseph","","Boulevard Saint-Joseph","","","Oui","0","0","0","0","50","Artère principale","{8D6F8A7A-6937-4E36-80C0-298BFD90BF37}","LINESTRING (-75.733374 45.447918,-75.733173 45.447695)"
"81017","4267","","Standard","Boulevard","","Saint-Joseph","","Boulevard Saint-Joseph","","","Oui","0","0","510","510","50","Artère principale","{FEBE3245-450D-4C25-BEA9-E682409F4CE1}","LINESTRING (-75.733374 45.447918,-75.73367 45.448159,-75.73373579364053 45.44820262920323,-75.73380486262207 45.448243670192255,-75.733877 45.448282,-75.73390527464385 45.4482957495906,-75.73393394542062 45.44830908483561,-75.733963 45.448322)"
"81017","1824","","Standard","Rue","","Dumont","","Rue Dumont","","","Non","16","18","15","19","40","Rue locale","{AC71379A-12A1-450B-BF01-90DA52DBC647}","LINESTRING (-75.745404 45.499206,-75.745504 45.497413)"
"81017","6760","","Standard","Rue","","Limbour","","Rue Limbour","","","Non","51","99","52","102","40","Rue locale","{45A8E9D2-B817-400D-A645-DC7665766AE6}","LINESTRING (-75.745404 45.499206,-75.744691 45.49919,-75.74459205811037 45.4992139705337,-75.74452868869766 45.49927246537621,-75.744522 45.499346,-75.744732 45.499826,-75.74477049040829 45.49988126515268,-75.7448401084363 45.499918586157385,-75.744926 45.49993,-75.745627 45.499902,-75.74571 45.499888,-75.74611 45.499784,-75.74617279585443 45.499756092103766,-75.74622149222841 45.49971665489949,-75.746252 45.499669,-75.746274 45.499228)"
"81017","1762","","Cul-de-sac circulaire","Rue","","Hillview","","Rue Hillview","","","Non","232","268","247","265","40","Rue locale","{E83A5207-C44F-44F4-821D-47385DC1CC97}","LINESTRING (-75.657286 45.498356,-75.65761592436463 45.49834019534704,-75.65794560019246 45.49836069506723,-75.658267 45.498417,-75.658454 45.498644)"
"81017","5251","","Standard","Boulevard","","Saint-Joseph","","Boulevard Saint-Joseph","","","Non","15","25","0","0","50","Artère secondaire","{57E66592-6FFB-4D18-8AA9-9BC67B25E252}","LINESTRING (-75.733526 45.424483,-75.733501 45.425204)"
"81017","5252","","Standard","Rue","","René-Roger","","Rue René-Roger","","","Oui","1","9","2","18","40","Rue locale","{FBC6C360-D9AC-49A2-BCE9-0BD8CEDCA8D0}","LINESTRING (-75.733526 45.424483,-75.735123 45.424518)"
"81017","1792","","Standard","Rue","","Pasteur","","Rue Pasteur","","","Non","1257","1275","1262","1276","40","Collectrice secondaire","{90A1837C-2AAC-4169-8454-40CB9694FC89}","LINESTRING (-75.585939 45.497298,-75.58604 45.49815)"
"81017","1791","","Standard","Rue","de","L'Assomption","","Rue de L'Assomption","","","Non","15","59","16","52","40","Rue locale","{651FF1C7-1CFD-48E0-8010-3629B2DC1651}","LINESTRING (-75.585939 45.497298,-75.584322 45.497426,-75.58424064167556 45.49744679415212,-75.58417217188233 45.497483953637904,-75.584123 45.497534,-75.583862 45.497872)"
"81017","6964","","Cul-de-sac circulaire","Rue","","Maillard","","Rue Maillard","","","Non","8","56","15","35","40","Rue locale","{A693026F-C536-4150-BEC1-45C9720B9A04}","LINESTRING (-75.74599 45.491741,-75.745838 45.491723,-75.74569226021073 45.49168877888064,-75.74557200693162 45.49162135363167,-75.745492 45.491529,-75.74516 45.490905,-75.745114 45.490744)"
"81017","2169","","Standard","Chemin","","Lebaudy","","Chemin Lebaudy","","","Non","0","0","0","0","40","Collectrice secondaire","{C0C210EB-1910-4323-9217-6D7075F3380B}","LINESTRING (-75.74599 45.491741,-75.745981 45.491812,-75.745978 45.491883)"
"81017","2103","","Standard","Rue","","Georges-Dor","","Rue Georges-Dor","","","Non","433","449","434","454","40","Rue locale","{0038C66A-7EF1-4EC6-90F0-6A148722FC39}","LINESTRING (-75.659983 45.492318,-75.660202 45.493664)"
